C.D.S.  -  SIMBAD4 rel 1.7  -  2020.09.28CEST13:59:15

Vmag <= 6
---------

Number of objects : 5225

 #  |            identifier             |typ|        coord2 (FK5,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
3965|IDS 07593-4102 AB                  |** |08 02 44.0 -41 18 36                   |     ~| 5.36 | 5.46 |     ~|     ~|~                    |   2 |   0
3966|HD 65460                           |*  |07 56 57.8010867340 -43 30 01.451356648|     ~| 5.182| 5.346|     ~|     ~|B3IV/V               |  40 |   0
3967|* sig Pup                          |SB*|07 29 13.8304917 -43 18 05.159662      | 6.54 | 4.77 | 3.25 | 2.04 | 1.12 |K5III                | 120 |   0
3968|* M Pup                            |*  |07 18 04.2493651798 -43 59 12.419840951|     ~| 5.727| 5.839|     ~|     ~|B8II/III             |  35 |   0
3969|* L01 Pup                          |a2*|07 13 13.3506332497 -45 10 57.858062088|     ~| 4.855| 4.874|     ~|     ~|B9V                  |  77 |   0
3970|* L02 Pup                          |AB*|07 13 32.3181035 -44 38 23.062946      | 7.90 | 6.66 | 5.10 | 2.49 | 0.07 |M5IIIe               | 190 |   0
3971|* X Pup                            |PM*|06 49 54.6169165893 -46 36 52.416724059| 5.57 | 5.59 | 5.14 |     ~|     ~|F5.5V                | 102 |   0
3972|HD 38871                           |RG*|05 46 27.3729704860 -46 35 49.848797980|     ~| 6.342| 5.302|     ~|     ~|K0/1II               |  19 |   0
3973|HD 36734                           |*  |05 31 36.0023868463 -45 55 31.141092826|     ~| 7.214| 5.844|     ~|     ~|K3III                |   9 |   0
3974|HD 36553                           |PM*|05 30 09.4798795467 -47 04 39.553000407|     ~| 6.065| 5.453|     ~|     ~|F8/G2                |  42 |   0
3975|IDS 05274-4709 ABC                 |** |05 30 08.1 -47 04 33                   |     ~| 6.07 | 5.45 |     ~|     ~|G3                   |   1 |   0
3976|* del Cae                          |*  |04 30 50.0994981415 -44 57 13.496807528|     ~| 4.864| 5.059|     ~|     ~|B2IV/V               |  78 |   0
3977|HD 27588                           |PM*|04 19 16.6963218758 -44 16 04.490708649|     ~| 6.404| 5.332|     ~|     ~|K2III                |  40 |   0
3978|* del Hor                          |** |04 10 50.5892738 -41 59 36.853749      | 5.33 | 5.26 | 4.93 | 4.58 | 4.37 |F2IV/V               |  72 |   0
3979|* alf Hor                          |PM*|04 14 00.1144482 -42 17 39.723208      | 5.97 | 4.96 | 3.86 | 3.00 | 2.41 |K2III                | 131 |   0
3980|* y Eri                            |*  |03 37 05.6791528245 -40 16 28.740766703| 6.39 | 5.62 | 4.58 | 3.74 | 3.17 |K1III                |  54 |   0
3981|* k01 Vel                          |** |09 14 57.1711374484 -37 36 08.742691467|     ~| 6.676| 5.850|     ~|     ~|K0/1III+A3/7         |  18 |   0
3982|* l Vel                            |PM*|09 15 36.7081276027 -38 34 11.790333304| 7.11 | 6.05 | 4.94 | 4.15 | 3.58 |K1III                |  35 |   0
3983|* k Vel                            |*  |09 15 45.0794250438 -37 24 47.312422646| 5.17 | 5.07 | 4.62 | 4.24 | 3.96 |F3/5V                |  67 |   0
3984|* h Vel                            |*  |08 49 39.1584203197 -40 19 12.567768594|     ~| 5.530| 5.465|     ~|     ~|A2/3IV               |  21 |   0
3985|V* NY Vel                          |a2*|08 40 19.1806001955 -40 15 49.982404044|     ~| 5.19 | 5.20 |     ~|     ~|Ap(SiCr)             |  64 |   1
3986|* e Vel                            |*  |08 37 38.6327804 -42 59 20.689445      | 4.39 | 4.24 | 4.14 | 3.98 | 3.85 |A7Ia                 |  71 |   0
3987|HD 71459                           |*  |08 25 51.9109609680 -42 09 11.067347528| 4.71 | 5.27 | 5.42 |     ~|     ~|B3/5IV               |  52 |   0
3988|HD 68217                           |*  |08 09 35.9105023669 -44 07 21.991620035|     ~| 5.010| 5.183|     ~|     ~|B2IV                 |  62 |   0
3989|HD 68601                           |*  |08 11 25.8917414 -42 59 14.198778      | 5.00 | 4.93 | 4.75 | 4.51 | 4.29 |A5Ib                 |  46 |   0
3990|HD 67582                           |V* |08 06 40.3398234615 -45 15 57.649421396|     ~| 6.502| 5.021|     ~|     ~|K3III                |  27 |   0
3991|* O Pup                            |*  |07 57 51.7213797529 -45 34 39.584548686|     ~| 6.389| 5.123|     ~|     ~|K2III                |  16 |   0
3992|HD 65904                           |*  |07 59 01.8029828037 -45 12 57.017916255|     ~| 5.823| 5.963|     ~|     ~|B3V                  |  42 |   0
3993|* N Pup                            |*  |07 57 18.4216067 -44 06 35.493161      |     ~| 4.899| 5.064|     ~|     ~|B2III/IV             |  41 |   0
3994|HD 62644                           |** |07 42 57.0929163265 -45 10 23.216409952|     ~| 5.84 | 5.04 |     ~|     ~|G8IV-V               | 108 |   0
3995|HD 63578                           |SB*|07 47 31.5058649819 -46 36 30.558761236|     ~| 5.053| 5.208|     ~|     ~|B2III                |  87 |   0
3996|* Q Pup                            |PM*|07 48 20.1604257 -47 04 39.798540      | 6.69 | 5.77 | 4.71 | 3.95 | 3.38 |K0IIIb               |  42 |   0
3997|* P Pup                            |** |07 49 14.2953578 -46 22 23.542204      | 2.92 | 3.93 | 4.11 | 4.19 | 4.36 |B0III                | 141 |   0
3998|V* QS Pup                          |bC*|07 49 12.8625470467 -46 51 27.781856387| 4.82 | 5.662| 5.805|     ~|     ~|B2III                |  59 |   0
3999|HD 56813                           |*  |07 16 15.4738522933 -46 46 28.309104531|     ~| 7.067| 5.622|     ~|     ~|K4III                |  15 |   0
4000|* I Pup                            |a2*|07 12 33.6249752 -46 45 33.494912      | 4.80 | 4.81 | 4.49 | 4.17 | 3.95 |F3VFe-1.0            | 127 |   0
4001|V* PR Pup                          |a2*|07 14 46.0188041561 -46 50 58.808981400|     ~| 5.602| 5.715|     ~|     ~|ApSi                 |  54 |   0
4002|HD 55526                           |PM*|07 10 47.4832584039 -48 55 55.547591331|     ~| 6.38 | 5.09 |     ~|     ~|K2III                |  41 |   1
4003|HD 56456                           |*  |07 14 38.1406186 -48 16 18.942036      | 4.37 | 4.66 | 4.76 | 4.77 | 4.85 |B8/9V                |  44 |   0
4004|HD 51799                           |V* |06 56 15.9899939 -48 43 16.125750      | 8.56 | 6.64 | 4.95 | 3.47 | 2.29 |M1III                |  31 |   0
4005|* V Pup                            |V* |06 38 37.6357965947 -48 13 12.668422107|     ~| 6.02 | 5.03 |     ~|     ~|G8III                |  33 |   0
4006|HD 46273A                          |PM*|06 29 49.063438 -50 14 20.70448        |     ~| 6.29 | 5.93 |     ~|     ~|~                    |   4 |   0
4007|* G Pup                            |** |06 25 43.65308 -48 10 36.8367          | 5.54 | 5.70 | 5.76 |     ~|     ~|B9V                  |  51 |   0
4008|* eta01 Pic                        |PM*|05 02 48.6863517678 -49 09 05.054679350|     ~| 5.796| 5.372|     ~|     ~|F5V                  |  60 |   0
4009|* eta02 Pic                        |PM*|05 04 58.0143319993 -49 34 40.203357685| 8.35 | 6.47 | 5.01 | 3.81 | 2.90 |K5III                |  44 |   0
4010|HD 21882                           |PM*|03 29 55.1472456381 -42 38 03.320578635|     ~| 5.955| 5.753|     ~|     ~|A5V                  |  30 |   0
4011|* psi For                          |PM*|02 53 34.3969474442 -38 26 13.206183112|     ~| 6.359| 5.926|     ~|     ~|F5V                  |  42 |   0
4012|HD 80170                           |*  |09 16 57.0760731792 -39 24 05.526400836|     ~| 6.473| 5.304|     ~|     ~|K2III                |  64 |   0
4013|* w Vel                            |SB*|09 00 05.4090531 -41 15 12.978920      |     ~| 5.088| 4.446|     ~|     ~|G8/K1III+A           |  46 |   0
4014|HD 77475                           |*  |09 01 20.8666589878 -41 51 51.317447583| 4.85 | 5.408| 5.541|     ~|     ~|B5III                |  50 |   0
4015|HD 75759                           |SB*|08 50 21.0168784693 -42 05 23.246151531| 4.95 | 5.90 | 6.00 | 7.18 |     ~|O9V+B0V              | 128 |   0
4016|* d Vel                            |*  |08 44 23.9453925159 -42 38 57.393304135|     ~| 4.917| 4.046|     ~|     ~|G6III                |  70 |   0
4017|HD 74167                           |V* |08 40 35.2581696975 -45 11 27.966479208|     ~| 7.304| 5.648|     ~|     ~|M0III                |  19 |   0
4018|HD 74371                           |s*b|08 41 56.9095084143 -45 24 38.559171310| 4.94 | 5.378| 5.227| 6.75 |     ~|B6Iab/b              |  84 |   0
4019|C 0832-441                         |OpC|08 34 40.8 -44 29 42                   |     ~| 6.16 | 5.9  |     ~|     ~|~                    |  51 |   0
4020|HD 72127                           |** |08 29 27.48346 -44 43 29.3236          | 4.04 | 4.95 | 5.15 | 6.59 |     ~|B3III/IV             |  78 |   0
4021|HD 72067                           |Be*|08 29 07.56710 -44 09 37.4914          | 4.99 | 5.65 | 5.81 |     ~|     ~|B2/3V                |  96 |   1
4022|HD 72127A                          |*  |08 29 27.485 -44 43 29.35              |     ~| 5.01 | 5.19 |     ~|     ~|B2IIIk               |  18 |   0
4023|HD 69302                           |*  |08 14 23.8716677 -45 50 04.281661      | 4.84 | 5.661| 5.836|     ~|     ~|B2IV                 |  71 |   1
4024|HD 72232                           |*  |08 29 45.6347481633 -46 19 54.111633120| 5.27 | 5.838| 5.969|     ~|     ~|B5III                |  41 |   0
4025|* gam01 Vel                        |SB*|08 09 29.3182203760 -47 20 43.034677104|     ~| 3.995| 4.173|     ~|     ~|B2III                | 143 |   0
4026|V* NO Vel                          |bL*|08 13 36.1533370747 -46 59 29.845770791| 4.32 | 4.981| 5.127|     ~|     ~|B3III                |  74 |   0
4027|HD 68657                           |*  |08 11 10.7893844537 -48 27 43.166151817|     ~| 5.660| 5.806|     ~|     ~|B3/4V                |  44 |   0
4028|V* AH Vel                          |cC*|08 11 59.9670207132 -46 38 39.656138625|     ~| 6.35 | 5.76 |     ~|     ~|F7Ib/II              | 158 |   0
4029|* gam02 Vel                        |WR*|08 09 31.95013 -47 20 11.7108          | 0.64 | 1.58 | 1.83 | 1.85 | 2.00 |WC8+O7.5III-V        | 848 |   0
4030|V* IS Vel                          |bC*|08 09 43.1544592688 -47 56 13.892100716| 4.12 | 5.017| 5.217|     ~|     ~|B2V                  |  71 |   1
4031|HD 66210                           |PM*|08 00 14.6893886279 -48 58 53.441740108|     ~| 6.033| 5.996|     ~|     ~|A2III/IV             |  21 |   0
4032|HD 68161                           |Pu*|08 09 09.5065659725 -48 41 03.874075915|     ~| 5.544| 5.654|     ~|     ~|B8III                |  34 |   0
4033|V* V Pup                           |bL*|07 58 14.4391988 -49 14 41.680272      | 3.28 | 4.24 | 4.41 |     ~|     ~|B1Vp+B2:             | 225 |   0
4034|* J Pup                            |*  |07 53 18.1579197 -48 06 10.563676      | 3.11 | 4.10 | 4.24 | 4.26 | 4.38 |B0.5Ib               | 220 |   0
4035|* y03 Pup                          |cC*|07 38 18.2087613998 -48 36 05.159134325|     ~| 6.314| 5.658| 6.94 |     ~|F7Ib/II              | 101 |   0
4036|HD 64740                           |*  |07 53 03.6353775 -49 36 46.952967      | 3.48 | 4.40 | 4.63 | 4.76 | 4.97 |B2V                  | 187 |   0
4037|* y02 Pup                          |*  |07 36 43.9203073698 -48 49 48.597632953|     ~| 5.637| 5.680|     ~|     ~|B8V                  |  27 |   0
4038|HD 59219                           |*  |07 26 21.8502183341 -51 01 06.528516691|     ~| 6.119| 5.081|     ~|     ~|K0III                |  19 |   0
4039|* 23 Car                           |V* |07 00 51.4844144890 -51 24 09.302072576|     ~| 6.770| 5.151|     ~|     ~|M1III                |  28 |   0
4040|HD 54732                           |*  |07 07 13.2815519939 -51 58 05.786150145|     ~| 6.955| 5.952|     ~|     ~|K0III                |  15 |   0
4041|* H Pup                            |PM*|07 03 53.6007468540 -49 35 02.180790164|     ~| 5.045| 4.925|     ~|     ~|A4IV                 |  40 |   0
4042|* tau Pup                          |SB*|06 49 56.1684595 -50 36 52.443676      |     ~| 4.13 | 2.93 |     ~|     ~|K1III                |  93 |   0
4043|HD 49689                           |PM*|06 46 52.6740054906 -51 15 56.399634386|     ~| 6.677| 5.379|     ~|     ~|K1II/III(+G)p        |  17 |   0
4044|HD 49517                           |*  |06 45 53.7180680271 -52 24 34.881167498|     ~| 7.326| 5.761|     ~|     ~|K3III                |  16 |   0
4045|HD 46569                           |PM*|06 31 18.3318053351 -51 49 33.446974404|     ~| 6.102| 5.573|     ~|     ~|F8VFe-0.4            |  47 |   0
4046|* N Car                            |*  |06 34 58.5799290 -52 58 32.191880      | 4.22 | 4.37 | 4.40 |     ~|     ~|A0II                 |  50 |   0
4047|HD 45291                           |*  |06 23 37.7890264527 -52 10 51.281182450|     ~| 6.996| 5.951|     ~|     ~|G8III                |   9 |   0
4048|* alf Car                          |*  |06 23 57.10988 -52 41 44.3810          |-0.49 |-0.59 |-0.74 |-0.96 |-1.13 |A9II                 | 417 |   0
4049|HD 41214                           |PM*|06 00 49.1704836808 -51 12 58.767549937|     ~| 5.843| 5.647|     ~|     ~|A1mA3-A7             |  25 |   0
4050|HD 39640                           |PM*|05 50 53.2224727407 -52 06 31.945055885|     ~| 6.142| 5.166|     ~|     ~|G8III                |  45 |   0
4051|HD 40292                           |PM*|05 54 50.0918332405 -52 38 07.732556450|     ~| 5.60 | 5.29 |     ~|     ~|F1V                  |  47 |   0
4052|* bet Pic                          |PM*|05 47 17.0876901 -51 03 59.441135      | 4.13 | 4.03 | 3.86 | 3.74 | 3.58 |A6V                  |1665 |   1
4053|* zet Pic                          |PM*|05 19 22.1354058924 -50 36 21.477849008|     ~| 5.96 | 5.45 |     ~|     ~|F6IV                 |  73 |   0
4054|* lam Pic                          |PM*|04 42 46.4240293933 -50 28 52.807149021|     ~| 6.275| 5.298|     ~|     ~|K0/1III              |  24 |   0
4055|HD 23719                           |RG*|03 45 15.8755242906 -47 21 34.107783309|     ~| 6.678| 5.708|     ~|     ~|K1III                |  18 |   0
4056|HD 24706                           |*  |03 53 33.3394457565 -46 53 37.312855447|     ~| 7.164| 5.921|     ~|     ~|K2III                |  53 |   0
4057|HD 20121                           |** |03 12 25.74558 -44 25 10.7932          |     ~| 6.37 | 5.93 |     ~|     ~|A8V+F3V              |  87 |   0
4058|* e Eri                            |PM*|03 19 55.6509352 -43 04 11.217495      | 5.20 | 4.98 | 4.27 | 3.65 | 3.25 |G6V                  | 399 |   1
4059|HD 16975                           |*  |02 42 06.6072888958 -38 23 01.273717382|     ~| 6.909| 5.988|     ~|     ~|G8III                |  30 |   0
4060|* iot Eri                          |PM*|02 40 40.0350054 -39 51 19.354141      |     ~| 5.114| 4.116|     ~|     ~|K0IIIb               |  77 |   0
4061|* psi Vel                          |** |09 30 41.99958 -40 28 00.2616          | 3.89 | 3.96 | 3.60 | 3.24 | 3.02 |F3VFe-0.7            | 106 |   0
4062|* psi Vel A                        |PM*|09 30 41.9257584910 -40 28 00.590987737|     ~| 4.25 | 3.91 |     ~|     ~|~                    |  18 |   0
4063|* psi Vel B                        |PM*|09 30 42.0377963061 -40 28 00.327620298|     ~| 5.65 | 5.12 |     ~|     ~|~                    |  10 |   0
4064|HD 82694                           |*  |09 32 19.27745 -40 38 57.6084          |     ~| 6.320| 5.393|     ~|     ~|G8III                |  18 |   1
4065|HD 81034                           |PM*|09 21 50.9876580120 -42 11 41.497743999|     ~| 7.170| 5.572|     ~|     ~|M1III                |  22 |   0
4066|* z Vel                            |*  |09 14 24.4863621401 -43 13 38.949494197| 4.55 | 5.11 | 5.25 |     ~|     ~|B3/5V                |  51 |   1
4067|HR 3661                            |a2*|09 12 30.52282 -43 36 47.7371          | 4.98 | 5.46 | 5.562|     ~|     ~|B8V(pSi)             |  82 |   2
4068|HD 79694                           |V* |09 14 08.2105554981 -44 08 44.955781309| 5.23 | 5.73 | 5.85 |     ~|     ~|B7-8V                |  68 |   0
4069|HD 80108                           |V* |09 16 23.0345185208 -44 15 56.624620686|     ~| 6.763| 5.094|     ~|     ~|K3Ib-II              |  41 |   0
4070|* lam Vel                          |LP*|09 07 59.75787 -43 25 57.3273          | 5.67 | 3.86 | 2.21 | 0.97 | 0.03 |K4Ib                 | 203 |   0
4071|HD 79186                           |s*b|09 11 04.3980185567 -44 52 04.441120785| 4.65 | 5.22 | 5.00 | 4.71 | 4.49 |B5Ia                 | 126 |   0
4072|* g Vel                            |*  |08 49 47.6374648416 -45 18 28.334579536|     ~| 4.972| 4.935|     ~|     ~|A2III                |  27 |   0
4073|* a Vel                            |*  |08 46 01.6439147 -46 02 29.504226      | 3.86 | 3.91 | 3.91 | 3.86 | 3.73 |A0II                 |  50 |   0
4074|HD 75149                           |s*b|08 46 30.5468343288 -45 54 45.012400213| 5.25 | 5.677| 5.459| 6.77 |     ~|B5Iab                |  99 |   0
4075|HD 75276                           |*  |08 47 18.8444795339 -46 09 19.493144444| 6.71 | 6.263| 5.748| 6.73 |     ~|F0III                |  67 |   0
4076|* f Vel                            |EB*|08 50 33.4610082359 -46 31 45.072901302| 3.92 | 4.90 | 5.11 | 5.20 | 5.36 |B1Ib                 | 151 |   0
4077|* b Vel                            |V* |08 40 37.5701711 -46 38 55.476997      | 4.86 | 4.52 | 3.81 | 3.16 | 2.62 |F0Ia                 | 126 |   0
4078|IC 2395                            |OpC|08 42 31.0 -48 06 00                   |     ~|     ~| 4.6  |     ~|     ~|~                    |  81 |   1
4079|V* HX Vel                          |** |08 42 16.1937151 -48 05 56.725879      | 4.39 | 5.288| 5.468| 7.877| 7.074|B2/3IV/V             | 114 |   1
4080|* n Vel                            |*  |08 41 13.1296633773 -47 19 01.661000818| 5.01 | 4.89 | 4.77 | 4.56 | 4.37 |A5II                 |  46 |   0
